订单ID,订单日期,大区,省份,商品品类,销售渠道,客户名称,销售额,成本金额,毛利,订单量,是否退货
O102695,2023-12-03,西南,云南,出口商品,抖音小店,绿野仙踪生鲜,15452.24,8949.56,6502.68,89,否
O102696,2023-12-03,华北,天津,进口商品,企微私域,云端数码,7821.19,5774.28,2046.91,81,否
O102697,2023-12-04,华中,湖北,出口商品,天猫旗舰店,锦程贸易,22395.32,14805.85,7589.47,6,否
O102698,2023-12-04,西南,云南,联名款,企微私域,北辰科技,24071.75,18115.06,5956.69,97,否
O102699,2023-12-04,华中,河南,联名款,抖音小店,星河零售,9462.84,6548.55,2914.29,8,否
O102700,2023-12-04,华南,广西,自有品牌,线下门店,锦程贸易,2187.39,1464.56,722.83,82,否
O102701,2023-12-04,华南,福建,出口商品,企微私域,南粤供应链,24338.38,15180.99,9157.39,56,否
O102702,2023-12-04,华北,山东,出口商品,天猫旗舰店,云端数码,8326.27,5502.99,2823.28,85,是
O102703,2023-12-04,华北,河北,自有品牌,京东自营,海纳百川,18638.15,10594.58,8043.57,75,否
O102704,2023-12-04,华北,天津,出口商品,京东自营,海纳百川,1008.67,579.43,429.24,24,否
O102705,2023-12-05,西南,四川,自有品牌,线下门店,南粤供应链,14169.79,8408.38,5761.41,98,否
O102706,2023-12-05,华北,北京,进口商品,京东自营,南粤供应链,8094.66,4961.31,3133.35,37,是
O102707,2023-12-05,华中,湖北,进口商品,天猫旗舰店,金鼎家居,24553.52,15862.22,8691.3,22,否
O102708,2023-12-05,华东,江苏,联名款,线下门店,华创商贸,8933.86,6621.24,2312.62,44,否
O102709,2023-12-05,华中,湖南,联名款,京东自营,南粤供应链,2415.43,1792.9,622.53,83,否
O102710,2023-12-05,华东,江苏,进口商品,天猫旗舰店,星河零售,25380.07,15392.77,9987.3,98,否
O102711,2023-12-05,华中,河南,出口商品,京东自营,南粤供应链,8008.66,5258.86,2749.8,12,是
O102712,2023-12-05,华北,山东,进口商品,天猫旗舰店,东方明珠商行,33334.16,25477.49,7856.67,19,否
O102713,2023-12-06,西南,云南,进口商品,抖音小店,东方明珠商行,9119.85,5248.53,3871.32,88,否
O102714,2023-12-06,华东,安徽,联名款,京东自营,东方明珠商行,9511.75,6781.91,2729.84,92,否
O102715,2023-12-06,华东,上海,自有品牌,京东自营,绿野仙踪生鲜,6247.29,3825.94,2421.35,12,否
O102716,2023-12-06,西南,云南,出口商品,京东自营,星河零售,5775.18,4328.44,1446.74,26,否
O102717,2023-12-06,华东,上海,自有品牌,抖音小店,星河零售,30191.18,18686.05,11505.13,26,否
O102718,2023-12-06,西南,重庆,自有品牌,抖音小店,星河零售,22952.52,13661.9,9290.62,23,否
O102719,2023-12-06,西南,云南,联名款,企微私域,海纳百川,12333.93,7975.75,4358.18,118,否
O102720,2023-12-06,西南,云南,出口商品,抖音小店,金鼎家居,7874.08,5460.24,2413.84,6,否
O102721,2023-12-07,西南,四川,联名款,抖音小店,海纳百川,3222.1,2180.11,1041.99,3,否
O102722,2023-12-07,西南,云南,出口商品,京东自营,锦程贸易,17675.46,9888.9,7786.56,22,否
O102723,2023-12-07,华中,湖北,联名款,抖音小店,锦程贸易,19470.19,11056.87,8413.32,64,否
O102724,2023-12-07,华北,河北,自有品牌,线下门店,海纳百川,20066.36,13348.67,6717.69,50,是
O102725,2023-12-07,华南,广西,进口商品,京东自营,海纳百川,26345.21,19172.03,7173.18,48,否
O102726,2023-12-07,西南,四川,联名款,企微私域,金鼎家居,1803.39,1277.32,526.07,23,否
O102727,2023-12-07,华中,湖南,自有品牌,天猫旗舰店,华创商贸,28172.61,15515.75,12656.86,44,否
O102728,2023-12-07,华中,湖南,自有品牌,线下门店,锦程贸易,5020.02,3212.25,1807.77,36,否
O102729,2023-12-08,华南,福建,进口商品,天猫旗舰店,金鼎家居,27186.69,17935.05,9251.64,10,否
O102730,2023-12-08,西南,四川,自有品牌,线下门店,东方明珠商行,18636.35,11508.47,7127.88,59,否
O102731,2023-12-08,华中,湖南,自有品牌,京东自营,绿野仙踪生鲜,2039.75,1463.28,576.47,11,否
O102732,2023-12-08,西南,云南,自有品牌,线下门店,锦程贸易,22485.56,16758.23,5727.33,17,否
O102733,2023-12-08,华北,山东,进口商品,抖音小店,锦程贸易,26581.06,15152.25,11428.81,48,否
O102734,2023-12-08,华中,河南,进口商品,天猫旗舰店,南粤供应链,16226.09,12374.59,3851.5,22,是
O102735,2023-12-08,华东,上海,自有品牌,抖音小店,华创商贸,22099.51,15457.65,6641.86,108,否
O102736,2023-12-08,西南,四川,自有品牌,京东自营,海纳百川,10767.92,8107.49,2660.43,5,否
O102737,2023-12-09,华东,江苏,出口商品,线下门店,锦程贸易,28674.12,19675.96,8998.16,32,否
O102738,2023-12-09,华东,安徽,联名款,线下门店,北辰科技,1673.16,1075.92,597.24,90,否
O102739,2023-12-09,华中,湖北,出口商品,京东自营,东方明珠商行,10729.57,8017.7,2711.87,117,是
O102740,2023-12-09,华南,广东,进口商品,企微私域,绿野仙踪生鲜,15714.8,10475.88,5238.92,43,否
O102741,2023-12-09,华中,湖南,进口商品,线下门店,绿野仙踪生鲜,22781.52,15530.33,7251.19,27,否
O102742,2023-12-09,华北,山东,联名款,天猫旗舰店,海纳百川,23151.16,16128.64,7022.52,109,否
O102743,2023-12-09,华南,福建,出口商品,京东自营,星河零售,17606.16,9921.02,7685.14,83,否
O102744,2023-12-09,西南,云南,进口商品,企微私域,东方明珠商行,20788.34,13550.67,7237.67,53,否
O102745,2023-12-10,华北,天津,进口商品,天猫旗舰店,东方明珠商行,26585.35,18155.47,8429.88,87,否
O102746,2023-12-10,西南,四川,出口商品,企微私域,金鼎家居,2738.23,2132.79,605.44,105,否
O102747,2023-12-10,华北,山东,进口商品,企微私域,南粤供应链,13118.45,8189.29,4929.16,114,否
O102748,2023-12-10,华北,山东,进口商品,线下门店,华创商贸,16464.27,12169.44,4294.83,40,是
O102749,2023-12-10,华南,广东,联名款,企微私域,锦程贸易,4617.19,2758.48,1858.71,90,是
O102750,2023-12-10,华中,河南,出口商品,天猫旗舰店,北辰科技,27571.16,17082.32,10488.84,82,是
O102751,2023-12-10,华东,上海,自有品牌,抖音小店,金鼎家居,19467.5,12581.18,6886.32,4,否
O102752,2023-12-10,华中,湖北,进口商品,企微私域,海纳百川,24759.04,16118.47,8640.57,1,否
O102753,2023-12-11,华南,福建,出口商品,抖音小店,北辰科技,14386.15,9608.58,4777.57,100,否
O102754,2023-12-11,华北,北京,出口商品,天猫旗舰店,绿野仙踪生鲜,21087.82,12139.81,8948.01,61,否
O102755,2023-12-11,华东,安徽,联名款,抖音小店,北辰科技,21503.48,13526.98,7976.5,83,否
O102756,2023-12-11,华中,湖北,进口商品,线下门店,锦程贸易,26587.35,18175.41,8411.94,93,否
O102757,2023-12-11,华中,湖北,自有品牌,天猫旗舰店,北辰科技,27065.79,19708.86,7356.93,15,否
O102758,2023-12-11,华东,江苏,联名款,抖音小店,华创商贸,14499.56,8134.58,6364.98,4,否
O102759,2023-12-11,华中,湖北,进口商品,线下门店,南粤供应链,12637.31,8487.21,4150.1,77,否
O102760,2023-12-11,华中,湖北,自有品牌,抖音小店,云端数码,8695.23,6675.34,2019.89,85,否
O102761,2023-12-12,西南,四川,自有品牌,企微私域,南粤供应链,16326.38,10732.85,5593.53,36,否
O102762,2023-12-12,华东,安徽,进口商品,线下门店,金鼎家居,26080.85,18658.85,7422.0,114,否
O102763,2023-12-12,华东,江苏,联名款,线下门店,东方明珠商行,5006.06,3395.2,1610.86,68,否
O102764,2023-12-12,华东,江苏,进口商品,线下门店,华创商贸,24272.38,17840.85,6431.53,119,否
O102765,2023-12-12,华北,河北,自有品牌,抖音小店,北辰科技,8690.74,5968.96,2721.78,81,否
O102766,2023-12-12,华南,广西,联名款,天猫旗舰店,星河零售,5891.63,4237.44,1654.19,38,否
O102767,2023-12-12,华南,广东,自有品牌,京东自营,东方明珠商行,15239.43,10434.14,4805.29,119,否
O102768,2023-12-12,华北,山东,自有品牌,京东自营,华创商贸,5219.88,3962.82,1257.06,73,否
O102769,2023-12-13,西南,云南,进口商品,京东自营,金鼎家居,11900.02,8627.99,3272.03,1,否
O102770,2023-12-13,华南,广东,联名款,抖音小店,南粤供应链,21235.97,16033.61,5202.36,40,否
O102771,2023-12-13,华南,广西,出口商品,线下门店,锦程贸易,12929.82,7346.81,5583.01,69,否
O102772,2023-12-13,华南,广西,进口商品,京东自营,东方明珠商行,24978.09,15300.45,9677.64,113,否
O102773,2023-12-13,华中,湖北,进口商品,抖音小店,金鼎家居,14079.38,9357.65,4721.73,67,否
O102774,2023-12-13,华南,福建,联名款,线下门店,南粤供应链,24977.32,19256.71,5720.61,30,否
O102775,2023-12-13,华东,安徽,联名款,线下门店,金鼎家居,24457.75,18909.16,5548.59,53,否
O102776,2023-12-13,华中,湖北,出口商品,抖音小店,金鼎家居,8311.97,6132.71,2179.26,117,否
O102777,2023-12-14,华北,北京,自有品牌,京东自营,金鼎家居,13491.32,7992.79,5498.53,53,是
O102778,2023-12-14,华中,湖北,进口商品,线下门店,东方明珠商行,12522.43,9671.01,2851.42,120,是
O102779,2023-12-14,华中,湖南,出口商品,京东自营,海纳百川,9922.32,7705.79,2216.53,117,是
O102780,2023-12-14,华北,天津,出口商品,抖音小店,云端数码,18582.25,13917.87,4664.38,52,否
O102781,2023-12-14,华中,湖南,联名款,线下门店,金鼎家居,5332.44,4056.73,1275.71,56,否
O102782,2023-12-14,华南,广东,出口商品,抖音小店,云端数码,4978.53,3337.35,1641.18,111,否
O102783,2023-12-14,华中,湖北,进口商品,抖音小店,北辰科技,18474.68,13331.11,5143.57,98,是
O102784,2023-12-14,华东,江苏,出口商品,线下门店,华创商贸,1887.26,1427.27,459.99,38,否
O102785,2023-12-15,华东,安徽,联名款,京东自营,金鼎家居,22912.4,17576.01,5336.39,102,否
O102786,2023-12-15,华北,北京,自有品牌,企微私域,星河零售,6069.0,3502.95,2566.05,27,否
O102787,2023-12-15,华中,湖南,自有品牌,京东自营,云端数码,12175.87,6789.63,5386.24,79,否
O102788,2023-12-15,西南,云南,自有品牌,线下门店,锦程贸易,4666.41,3410.02,1256.39,90,否
O102789,2023-12-15,华南,广东,自有品牌,企微私域,南粤供应链,2145.79,1270.33,875.46,44,否
O102790,2023-12-15,华东,安徽,联名款,线下门店,金鼎家居,29507.88,16923.66,12584.22,34,否
O102791,2023-12-15,华中,湖南,出口商品,企微私域,云端数码,23093.45,17901.33,5192.12,5,否
O102792,2023-12-15,西南,云南,出口商品,天猫旗舰店,星河零售,14107.47,8941.79,5165.68,81,否
O102793,2023-12-16,西南,云南,联名款,线下门店,星河零售,23462.02,15227.82,8234.2,43,否
O102794,2023-12-16,华北,河北,进口商品,抖音小店,北辰科技,24058.49,14932.9,9125.59,33,否
O102795,2023-12-16,华北,河北,出口商品,天猫旗舰店,北辰科技,14338.56,9926.51,4412.05,109,否
O102796,2023-12-16,华东,上海,进口商品,线下门店,绿野仙踪生鲜,19200.01,13396.68,5803.33,10,否
O102797,2023-12-16,华南,广东,出口商品,线下门店,星河零售,19133.18,13875.63,5257.55,23,否
O102798,2023-12-16,华北,河北,进口商品,企微私域,北辰科技,15934.08,9472.44,6461.64,59,否
O102799,2023-12-16,华北,河北,出口商品,抖音小店,锦程贸易,7456.49,4870.34,2586.15,71,是
O102800,2023-12-16,华东,浙江,联名款,线下门店,华创商贸,14428.93,11117.73,3311.2,54,否
O102801,2023-12-17,华北,河北,进口商品,天猫旗舰店,绿野仙踪生鲜,14914.54,8464.45,6450.09,97,是
O102802,2023-12-17,华东,安徽,进口商品,企微私域,海纳百川,4460.77,3166.56,1294.21,85,否
O102803,2023-12-17,华中,河南,自有品牌,天猫旗舰店,锦程贸易,10707.12,6363.18,4343.94,33,否
O102804,2023-12-17,华中,湖北,自有品牌,企微私域,华创商贸,9132.38,6166.73,2965.65,11,否
O102805,2023-12-17,华南,广西,自有品牌,抖音小店,金鼎家居,10296.09,6528.97,3767.12,78,否
O102806,2023-12-17,西南,四川,联名款,线下门店,华创商贸,2024.0,1118.46,905.54,32,否
O102807,2023-12-17,华南,广西,自有品牌,天猫旗舰店,云端数码,8609.19,4771.44,3837.75,98,否
O102808,2023-12-17,华中,河南,出口商品,京东自营,星河零售,20263.38,11257.34,9006.04,27,是
O102809,2023-12-18,西南,重庆,出口商品,天猫旗舰店,北辰科技,15217.43,11573.28,3644.15,70,否
O102810,2023-12-18,西南,云南,自有品牌,天猫旗舰店,绿野仙踪生鲜,15786.18,8727.59,7058.59,51,否
O102811,2023-12-18,华北,河北,进口商品,线下门店,锦程贸易,21057.11,15016.62,6040.49,27,否
O102812,2023-12-18,华北,河北,联名款,京东自营,北辰科技,2142.95,1272.21,870.74,60,否
O102813,2023-12-18,华南,广东,进口商品,线下门店,绿野仙踪生鲜,2196.28,1571.57,624.71,78,否
O102814,2023-12-18,西南,四川,出口商品,天猫旗舰店,星河零售,17603.67,12172.6,5431.07,70,否
O102815,2023-12-18,华北,北京,进口商品,京东自营,南粤供应链,24504.38,15611.05,8893.33,13,否
O102816,2023-12-18,华中,湖南,自有品牌,企微私域,华创商贸,9098.43,6678.96,2419.47,31,否
O102817,2023-12-19,华东,上海,联名款,天猫旗舰店,锦程贸易,35735.56,26219.38,9516.18,87,否
O102818,2023-12-19,华北,北京,自有品牌,京东自营,金鼎家居,22700.61,16025.9,6674.71,61,否
O102819,2023-12-19,华南,广西,自有品牌,抖音小店,绿野仙踪生鲜,18379.11,14160.62,4218.49,8,否
O102820,2023-12-19,华北,天津,进口商品,线下门店,星河零售,9360.56,6754.17,2606.39,106,是
O102821,2023-12-19,华中,湖南,出口商品,企微私域,锦程贸易,10993.63,8050.8,2942.83,103,否
O102822,2023-12-19,西南,四川,联名款,京东自营,北辰科技,8706.55,6308.39,2398.16,49,否
O102823,2023-12-19,华南,广东,进口商品,京东自营,东方明珠商行,3099.45,2085.81,1013.64,3,否
O102824,2023-12-19,华南,广西,联名款,天猫旗舰店,北辰科技,26157.62,17496.71,8660.91,7,否
O102825,2023-12-20,华东,安徽,出口商品,天猫旗舰店,东方明珠商行,14919.23,9694.72,5224.51,2,否
O102826,2023-12-20,华东,江苏,进口商品,线下门店,锦程贸易,31598.33,21912.94,9685.39,76,否
O102827,2023-12-20,华东,江苏,进口商品,企微私域,星河零售,37080.25,20894.78,16185.47,95,否
O102828,2023-12-20,华东,江苏,自有品牌,京东自营,华创商贸,19401.38,12183.33,7218.05,89,否
O102829,2023-12-20,西南,重庆,联名款,企微私域,海纳百川,6396.62,3683.09,2713.53,84,否
O102830,2023-12-20,西南,四川,进口商品,企微私域,云端数码,13458.32,7813.91,5644.41,60,否
O102831,2023-12-20,西南,重庆,自有品牌,抖音小店,锦程贸易,24551.88,16838.25,7713.63,18,否
O102832,2023-12-20,华南,广西,自有品牌,抖音小店,海纳百川,6248.12,3566.61,2681.51,72,否
O102833,2023-12-21,华中,湖北,联名款,抖音小店,海纳百川,13611.3,8373.41,5237.89,108,否
O102834,2023-12-21,华南,广西,联名款,京东自营,南粤供应链,15250.25,10793.22,4457.03,20,否
O102835,2023-12-21,西南,云南,联名款,天猫旗舰店,海纳百川,20384.62,12992.62,7392.0,31,否
O102836,2023-12-21,华东,安徽,出口商品,抖音小店,云端数码,13797.48,9009.18,4788.3,38,否
O102837,2023-12-21,华北,山东,联名款,天猫旗舰店,南粤供应链,6395.28,4693.81,1701.47,9,否
O102838,2023-12-21,华中,湖南,进口商品,天猫旗舰店,海纳百川,32993.6,23313.47,9680.13,9,否
O102839,2023-12-21,华北,北京,联名款,线下门店,星河零售,8448.01,4751.27,3696.74,68,否
O102840,2023-12-21,华中,湖北,自有品牌,京东自营,南粤供应链,6986.97,3963.44,3023.53,32,是
O102841,2023-12-22,华南,广西,联名款,企微私域,锦程贸易,2170.07,1380.89,789.18,34,否
O102842,2023-12-22,华北,北京,自有品牌,线下门店,金鼎家居,2116.82,1516.1,600.72,16,是
O102843,2023-12-22,华东,安徽,联名款,抖音小店,东方明珠商行,18567.28,12046.96,6520.32,50,否
O102844,2023-12-22,华中,湖北,出口商品,抖音小店,金鼎家居,12776.49,8870.16,3906.33,72,否
O102845,2023-12-22,西南,云南,进口商品,抖音小店,绿野仙踪生鲜,2388.07,1415.45,972.62,32,否
O102846,2023-12-22,西南,云南,进口商品,企微私域,锦程贸易,8056.23,4442.01,3614.22,83,否
O102847,2023-12-22,华中,湖北,出口商品,天猫旗舰店,金鼎家居,10935.48,7244.1,3691.38,28,否
O102848,2023-12-22,华北,山东,出口商品,京东自营,北辰科技,14485.64,10834.4,3651.24,38,否
O102849,2023-12-23,华东,江苏,出口商品,抖音小店,北辰科技,24083.37,17762.92,6320.45,120,否
O102850,2023-12-23,西南,云南,出口商品,抖音小店,南粤供应链,11430.96,8701.73,2729.23,80,否
O102851,2023-12-23,华北,河北,出口商品,天猫旗舰店,南粤供应链,7551.85,4470.26,3081.59,74,否
O102852,2023-12-23,华南,福建,进口商品,天猫旗舰店,东方明珠商行,21704.23,13075.26,8628.97,103,否
O102853,2023-12-23,华中,湖南,自有品牌,京东自营,北辰科技,24068.96,15976.21,8092.75,10,是
O102854,2023-12-23,华中,河南,出口商品,企微私域,华创商贸,20152.63,13323.96,6828.67,105,否
O102855,2023-12-23,华东,浙江,自有品牌,抖音小店,南粤供应链,28125.15,15841.3,12283.85,119,否
O102856,2023-12-23,华南,广西,进口商品,京东自营,云端数码,28820.93,16675.59,12145.34,1,否
O102857,2023-12-24,华南,广东,出口商品,京东自营,南粤供应链,19517.65,12676.21,6841.44,81,否
O102858,2023-12-24,华北,山东,联名款,线下门店,绿野仙踪生鲜,6083.92,4660.43,1423.49,54,否
O102859,2023-12-24,华东,安徽,联名款,抖音小店,绿野仙踪生鲜,1855.38,1362.98,492.4,1,否
O102860,2023-12-24,华中,湖南,进口商品,京东自营,东方明珠商行,24121.45,15125.68,8995.77,41,否
O102861,2023-12-24,华中,河南,自有品牌,京东自营,锦程贸易,2852.51,2109.55,742.96,82,否
O102862,2023-12-24,华南,福建,进口商品,京东自营,绿野仙踪生鲜,8808.02,6212.66,2595.36,112,否
O102863,2023-12-24,西南,重庆,出口商品,线下门店,绿野仙踪生鲜,10970.0,6970.2,3999.8,119,否
O102864,2023-12-24,西南,四川,进口商品,天猫旗舰店,北辰科技,24701.23,14670.29,10030.94,66,否
O102865,2023-12-25,西南,重庆,联名款,天猫旗舰店,锦程贸易,16885.42,10324.95,6560.47,77,否
O102866,2023-12-25,华中,湖北,进口商品,企微私域,北辰科技,29446.5,20929.57,8516.93,74,否
O102867,2023-12-25,华中,河南,自有品牌,企微私域,星河零售,7036.04,5348.77,1687.27,65,否
O102868,2023-12-25,华东,浙江,自有品牌,天猫旗舰店,锦程贸易,21925.63,16095.61,5830.02,27,否
O102869,2023-12-25,西南,重庆,自有品牌,京东自营,南粤供应链,3989.27,2398.19,1591.08,76,否
O102870,2023-12-25,西南,四川,出口商品,天猫旗舰店,南粤供应链,20918.67,14323.36,6595.31,120,否
O102871,2023-12-25,华东,上海,自有品牌,企微私域,锦程贸易,18012.14,11312.88,6699.26,33,否
O102872,2023-12-25,华东,上海,出口商品,线下门店,东方明珠商行,23424.7,18205.05,5219.65,113,否
O102873,2023-12-26,华北,天津,自有品牌,线下门店,锦程贸易,4977.52,3755.97,1221.55,82,否
O102874,2023-12-26,华南,广西,联名款,企微私域,绿野仙踪生鲜,2353.98,1572.65,781.33,65,否
O102875,2023-12-26,华北,天津,出口商品,线下门店,云端数码,16359.63,11439.54,4920.09,8,否
O102876,2023-12-26,华中,湖南,进口商品,线下门店,云端数码,2396.78,1702.75,694.03,94,否
O102877,2023-12-26,华南,福建,自有品牌,线下门店,锦程贸易,12114.43,9392.25,2722.18,77,否
O102878,2023-12-26,华南,广西,进口商品,抖音小店,云端数码,13400.19,8737.99,4662.2,35,是
O102879,2023-12-26,西南,四川,出口商品,天猫旗舰店,金鼎家居,24800.37,16177.23,8623.14,26,否
O102880,2023-12-26,华东,上海,进口商品,企微私域,南粤供应链,16343.66,10433.2,5910.46,17,否
O102881,2023-12-27,华东,安徽,自有品牌,抖音小店,海纳百川,23156.76,16381.28,6775.48,53,否
O102882,2023-12-27,华南,广西,联名款,抖音小店,海纳百川,18988.91,12009.52,6979.39,64,否
O102883,2023-12-27,华东,江苏,自有品牌,线下门店,东方明珠商行,9306.56,5133.27,4173.29,50,否
O102884,2023-12-27,西南,重庆,联名款,企微私域,南粤供应链,7846.32,4419.23,3427.09,10,否
O102885,2023-12-27,西南,重庆,自有品牌,抖音小店,星河零售,4524.53,3416.51,1108.02,111,否
O102886,2023-12-27,华南,广东,联名款,抖音小店,华创商贸,4278.03,3187.33,1090.7,26,否
O102887,2023-12-27,华中,湖南,联名款,天猫旗舰店,云端数码,22503.04,16706.13,5796.91,106,否
O102888,2023-12-27,华东,上海,联名款,天猫旗舰店,北辰科技,15350.58,8603.75,6746.83,80,否
O102889,2023-12-28,华南,广东,出口商品,企微私域,东方明珠商行,2270.47,1272.37,998.1,89,否
O102890,2023-12-28,华东,江苏,进口商品,企微私域,锦程贸易,28305.49,16952.04,11353.45,86,是
O102891,2023-12-28,华东,安徽,进口商品,企微私域,绿野仙踪生鲜,22848.47,17128.16,5720.31,118,是
O102892,2023-12-28,西南,四川,自有品牌,抖音小店,南粤供应链,14236.78,8188.83,6047.95,47,否
O102893,2023-12-28,华中,湖南,进口商品,抖音小店,海纳百川,27513.39,18068.84,9444.55,46,否
O102894,2023-12-28,西南,重庆,进口商品,企微私域,海纳百川,15429.63,10754.55,4675.08,29,是
O102895,2023-12-28,华南,福建,进口商品,抖音小店,金鼎家居,25016.36,18139.16,6877.2,6,否
O102896,2023-12-28,西南,四川,出口商品,企微私域,锦程贸易,7340.41,5135.75,2204.66,104,否
O102897,2023-12-29,华北,北京,自有品牌,企微私域,金鼎家居,24393.96,14201.67,10192.29,67,否
O102898,2023-12-29,华中,湖北,联名款,京东自营,锦程贸易,4516.27,2720.11,1796.16,73,否
O102899,2023-12-29,西南,重庆,自有品牌,企微私域,东方明珠商行,11938.68,8240.34,3698.34,15,否
O102900,2023-12-29,华东,安徽,自有品牌,企微私域,南粤供应链,7094.36,4719.15,2375.21,97,否
O102901,2023-12-29,华中,湖南,联名款,企微私域,锦程贸易,3365.71,2176.49,1189.22,32,否
O102902,2023-12-29,华北,山东,进口商品,抖音小店,云端数码,11900.64,8249.8,3650.84,36,否
O102903,2023-12-29,西南,重庆,联名款,抖音小店,云端数码,5876.84,4380.25,1496.59,57,否
O102904,2023-12-29,华东,安徽,联名款,京东自营,金鼎家居,7462.5,5763.43,1699.07,118,否
O102905,2023-12-30,华南,广东,进口商品,线下门店,云端数码,15498.96,9575.68,5923.28,19,否
O102906,2023-12-30,华南,广西,自有品牌,线下门店,金鼎家居,14079.98,10451.21,3628.77,120,否
O102907,2023-12-30,华北,天津,出口商品,线下门店,南粤供应链,6125.54,4036.51,2089.03,58,是
O102908,2023-12-30,华中,河南,进口商品,京东自营,南粤供应链,7581.09,5354.08,2227.01,74,否
O102909,2023-12-30,华东,安徽,自有品牌,抖音小店,云端数码,19987.54,13052.76,6934.78,86,否
O102910,2023-12-30,华南,广西,联名款,企微私域,海纳百川,17819.06,10089.83,7729.23,102,否
O102911,2023-12-30,西南,重庆,自有品牌,抖音小店,北辰科技,15159.03,8607.31,6551.72,105,否
O102912,2023-12-30,华中,河南,进口商品,线下门店,北辰科技,14398.81,8138.94,6259.87,75,否
O102913,2023-12-31,华南,广西,进口商品,企微私域,金鼎家居,9744.6,6502.41,3242.19,78,否
O102914,2023-12-31,华北,山东,出口商品,企微私域,锦程贸易,14121.96,9206.92,4915.04,27,否
O102915,2023-12-31,华东,江苏,进口商品,线下门店,东方明珠商行,4077.63,2465.71,1611.92,52,否
O102916,2023-12-31,华北,北京,进口商品,抖音小店,星河零售,16850.17,12396.24,4453.93,13,否
O102917,2023-12-31,华中,河南,联名款,天猫旗舰店,云端数码,22266.06,16422.56,5843.5,4,否
O102918,2023-12-31,华东,安徽,联名款,企微私域,华创商贸,27410.56,15372.59,12037.97,76,否
O102919,2023-12-31,华北,山东,出口商品,企微私域,云端数码,4284.28,2901.55,1382.73,115,否
O102920,2023-12-31,华北,河北,联名款,抖音小店,金鼎家居,22631.31,17242.88,5388.43,32,否
O102921,2024-01-01,华东,安徽,联名款,抖音小店,绿野仙踪生鲜,16458.73,10618.61,5840.12,67,否
O102922,2024-01-01,华北,河北,自有品牌,线下门店,华创商贸,20168.86,13144.44,7024.42,95,否
O102923,2024-01-01,华北,天津,进口商品,抖音小店,海纳百川,10841.26,6069.19,4772.07,109,否
O102924,2024-01-01,西南,云南,进口商品,抖音小店,南粤供应链,19653.26,13181.51,6471.75,80,是
O102925,2024-01-01,华北,河北,自有品牌,抖音小店,华创商贸,8330.55,6463.06,1867.49,69,否
O102926,2024-01-01,华东,上海,自有品牌,天猫旗舰店,锦程贸易,32033.09,24624.6,7408.49,84,否
O102927,2024-01-01,华北,天津,自有品牌,天猫旗舰店,北辰科技,12068.6,9387.08,2681.52,15,否
O102928,2024-01-01,西南,云南,进口商品,天猫旗舰店,金鼎家居,22439.71,16875.08,5564.63,58,是
O102929,2024-01-02,西南,云南,进口商品,京东自营,北辰科技,19511.03,12088.78,7422.25,100,否
O102930,2024-01-02,华南,广西,自有品牌,抖音小店,东方明珠商行,24427.11,16662.61,7764.5,38,否
O102931,2024-01-02,华北,山东,联名款,抖音小店,华创商贸,2406.73,1444.34,962.39,18,是
O102932,2024-01-02,华南,广西,出口商品,线下门店,云端数码,16818.11,12609.86,4208.25,46,是
O102933,2024-01-02,西南,重庆,联名款,京东自营,金鼎家居,22822.29,16065.81,6756.48,85,否
O102934,2024-01-02,华北,北京,联名款,企微私域,北辰科技,17998.22,10464.92,7533.3,107,否
O102935,2024-01-02,华南,福建,自有品牌,抖音小店,南粤供应链,24901.5,14994.61,9906.89,23,否
O102936,2024-01-02,华东,安徽,自有品牌,天猫旗舰店,云端数码,13219.85,9517.49,3702.36,69,否
O102937,2024-01-03,华中,湖南,联名款,天猫旗舰店,绿野仙踪生鲜,26255.93,16251.76,10004.17,102,否
O102938,2024-01-03,西南,云南,自有品牌,线下门店,南粤供应链,18397.16,11579.85,6817.31,81,是
O102939,2024-01-03,华南,福建,自有品牌,天猫旗舰店,绿野仙踪生鲜,8371.06,6398.29,1972.77,119,是
O102940,2024-01-03,华东,安徽,进口商品,线下门店,华创商贸,13421.12,10308.9,3112.22,115,否
O102941,2024-01-03,华东,上海,联名款,企微私域,云端数码,3172.11,2353.23,818.88,37,否
O102942,2024-01-03,华北,河北,自有品牌,线下门店,东方明珠商行,17717.02,9983.04,7733.98,76,否
O102943,2024-01-03,华中,湖北,联名款,线下门店,锦程贸易,1425.1,1110.34,314.76,76,否
O102944,2024-01-03,华中,湖南,自有品牌,京东自营,北辰科技,19449.74,10825.62,8624.12,20,否
O102945,2024-01-04,华南,福建,进口商品,企微私域,金鼎家居,12125.03,8953.23,3171.8,15,否
O102946,2024-01-04,华北,山东,联名款,线下门店,绿野仙踪生鲜,3779.37,2727.34,1052.03,54,否
O102947,2024-01-04,西南,四川,进口商品,京东自营,海纳百川,22641.42,17219.08,5422.34,36,否
O102948,2024-01-04,华东,江苏,出口商品,京东自营,北辰科技,9127.11,6255.07,2872.04,6,否
O102949,2024-01-04,华北,山东,联名款,企微私域,北辰科技,22364.7,14811.94,7552.76,80,否
O102950,2024-01-04,华东,安徽,联名款,企微私域,星河零售,10903.78,7591.24,3312.54,36,否
O102951,2024-01-04,华东,浙江,自有品牌,天猫旗舰店,金鼎家居,6862.27,4161.43,2700.84,110,否
